theater_id,brand_id,name,location,city,state
TH_8772,BR_2,Cinepolis,Purnia 52,Purnia,Bihar
TH_8773,BR_5,PVR Cinemas,Mangalore 450,Mangalore,Karnataka
TH_8774,BR_2,Cinepolis,Ludhiana 379,Ludhiana,Punjab
TH_8775,BR_3,INOX,Patiala 202,Patiala,Punjab
TH_8776,BR_4,Miraj Cinemas,Lucknow 114,Lucknow,Uttar Pradesh
TH_8777,BR_3,INOX,Surat 254,Surat,Gujarat
TH_8778,BR_3,INOX,Chennai 148,Chennai,Tamil Nadu
TH_8779,BR_3,INOX,Lucknow 212,Lucknow,Uttar Pradesh
TH_8780,BR_2,Cinepolis,Gaya 430,Gaya,Bihar
TH_8781,BR_4,Miraj Cinemas,Jaipur 385,Jaipur,Rajasthan
TH_8782,BR_2,Cinepolis,Gaya 332,Gaya,Bihar
TH_8783,BR_5,PVR Cinemas,Lucknow 390,Lucknow,Uttar Pradesh
TH_8784,BR_3,INOX,Rajkot 183,Rajkot,Gujarat
TH_8785,BR_5,PVR Cinemas,Howrah 22,Howrah,West Bengal
TH_8786,BR_3,INOX,Jalandhar 144,Jalandhar,Punjab
TH_8787,BR_6,Wave Cinemas,Tiruchirappalli 41,Tiruchirappalli,Tamil Nadu
TH_8788,BR_2,Cinepolis,Jabalpur 448,Jabalpur,Madhya Pradesh
TH_8789,BR_5,PVR Cinemas,Surat 212,Surat,Gujarat
TH_8790,BR_6,Wave Cinemas,Bhagalpur 355,Bhagalpur,Bihar
TH_8791,BR_1,Carnival Cinemas,Muzaffarpur 60,Muzaffarpur,Bihar
TH_8792,BR_5,PVR Cinemas,Meerut 440,Meerut,Uttar Pradesh
TH_8793,BR_3,INOX,Nashik 326,Nashik,Maharashtra
TH_8794,BR_3,INOX,Hubli 204,Hubli,Karnataka
TH_8795,BR_3,INOX,Belgaum 467,Belgaum,Karnataka
TH_8796,BR_2,Cinepolis,Kota 12,Kota,Rajasthan
TH_8797,BR_4,Miraj Cinemas,Ludhiana 217,Ludhiana,Punjab
TH_8798,BR_5,PVR Cinemas,Kanpur 50,Kanpur,Uttar Pradesh
TH_8799,BR_5,PVR Cinemas,Amritsar 246,Amritsar,Punjab
TH_8800,BR_4,Miraj Cinemas,Jaipur 206,Jaipur,Rajasthan
TH_8801,BR_2,Cinepolis,Surat 149,Surat,Gujarat
TH_8802,BR_6,Wave Cinemas,Tiruchirappalli 210,Tiruchirappalli,Tamil Nadu
TH_8803,BR_3,INOX,Rajkot 20,Rajkot,Gujarat
TH_8804,BR_2,Cinepolis,Amritsar 312,Amritsar,Punjab
TH_8805,BR_3,INOX,Tiruchirappalli 231,Tiruchirappalli,Tamil Nadu
TH_8806,BR_2,Cinepolis,Rajkot 156,Rajkot,Gujarat
TH_8807,BR_2,Cinepolis,Agra 63,Agra,Uttar Pradesh
TH_8808,BR_3,INOX,Jabalpur 246,Jabalpur,Madhya Pradesh
TH_8809,BR_2,Cinepolis,Mysore 132,Mysore,Karnataka
TH_8810,BR_1,Carnival Cinemas,Ajmer 311,Ajmer,Rajasthan
TH_8811,BR_3,INOX,Hubli 380,Hubli,Karnataka
TH_8812,BR_5,PVR Cinemas,Durgapur 44,Durgapur,West Bengal
TH_8813,BR_4,Miraj Cinemas,Indore 149,Indore,Madhya Pradesh
TH_8814,BR_6,Wave Cinemas,Coimbatore 124,Coimbatore,Tamil Nadu
TH_8815,BR_2,Cinepolis,Pune 306,Pune,Maharashtra
TH_8816,BR_5,PVR Cinemas,Kota 236,Kota,Rajasthan
TH_8817,BR_5,PVR Cinemas,Jodhpur 397,Jodhpur,Rajasthan
TH_8818,BR_3,INOX,Bhagalpur 48,Bhagalpur,Bihar
TH_8819,BR_5,PVR Cinemas,Ahmedabad 92,Ahmedabad,Gujarat
TH_8820,BR_4,Miraj Cinemas,Gwalior 39,Gwalior,Madhya Pradesh
TH_8821,BR_5,PVR Cinemas,Udaipur 364,Udaipur,Rajasthan
TH_8822,BR_3,INOX,Howrah 398,Howrah,West Bengal
TH_8823,BR_6,Wave Cinemas,Ujjain 361,Ujjain,Madhya Pradesh
TH_8824,BR_1,Carnival Cinemas,Purnia 78,Purnia,Bihar
TH_8825,BR_5,PVR Cinemas,Mangalore 236,Mangalore,Karnataka
TH_8826,BR_2,Cinepolis,Patiala 366,Patiala,Punjab
TH_8827,BR_6,Wave Cinemas,Durgapur 382,Durgapur,West Bengal
TH_8828,BR_1,Carnival Cinemas,Kanpur 111,Kanpur,Uttar Pradesh
TH_8829,BR_1,Carnival Cinemas,Rajkot 186,Rajkot,Gujarat
TH_8830,BR_6,Wave Cinemas,Kolkata 388,Kolkata,West Bengal
TH_8831,BR_2,Cinepolis,Vadodara 426,Vadodara,Gujarat
TH_8832,BR_4,Miraj Cinemas,Kota 310,Kota,Rajasthan
TH_8833,BR_2,Cinepolis,Bathinda 85,Bathinda,Punjab
TH_8834,BR_4,Miraj Cinemas,Bhavnagar 71,Bhavnagar,Gujarat
TH_8835,BR_4,Miraj Cinemas,Jalandhar 458,Jalandhar,Punjab
TH_8836,BR_3,INOX,Bhopal 8,Bhopal,Madhya Pradesh
TH_8837,BR_1,Carnival Cinemas,Varanasi 178,Varanasi,Uttar Pradesh
TH_8838,BR_4,Miraj Cinemas,Ajmer 112,Ajmer,Rajasthan
TH_8839,BR_4,Miraj Cinemas,Kanpur 273,Kanpur,Uttar Pradesh
TH_8840,BR_3,INOX,Ahmedabad 248,Ahmedabad,Gujarat
TH_8841,BR_3,INOX,Muzaffarpur 231,Muzaffarpur,Bihar
TH_8842,BR_3,INOX,Muzaffarpur 242,Muzaffarpur,Bihar
TH_8843,BR_6,Wave Cinemas,Bangalore 291,Bangalore,Karnataka
TH_8844,BR_5,PVR Cinemas,Salem 153,Salem,Tamil Nadu
TH_8845,BR_2,Cinepolis,Mumbai 68,Mumbai,Maharashtra
TH_8846,BR_6,Wave Cinemas,Kanpur 301,Kanpur,Uttar Pradesh
TH_8847,BR_1,Carnival Cinemas,Ahmedabad 237,Ahmedabad,Gujarat
TH_8848,BR_4,Miraj Cinemas,Gwalior 423,Gwalior,Madhya Pradesh
TH_8849,BR_6,Wave Cinemas,Gwalior 286,Gwalior,Madhya Pradesh
TH_8850,BR_1,Carnival Cinemas,Ajmer 315,Ajmer,Rajasthan
TH_8851,BR_6,Wave Cinemas,Gwalior 259,Gwalior,Madhya Pradesh
TH_8852,BR_4,Miraj Cinemas,Patiala 481,Patiala,Punjab
TH_8853,BR_2,Cinepolis,Jaipur 157,Jaipur,Rajasthan
TH_8854,BR_6,Wave Cinemas,Jodhpur 431,Jodhpur,Rajasthan
TH_8855,BR_1,Carnival Cinemas,Belgaum 321,Belgaum,Karnataka
TH_8856,BR_5,PVR Cinemas,Chennai 38,Chennai,Tamil Nadu
TH_8857,BR_1,Carnival Cinemas,Tiruchirappalli 79,Tiruchirappalli,Tamil Nadu
TH_8858,BR_3,INOX,Durgapur 108,Durgapur,West Bengal
TH_8859,BR_5,PVR Cinemas,Nagpur 390,Nagpur,Maharashtra
TH_8860,BR_3,INOX,Jalandhar 442,Jalandhar,Punjab
TH_8861,BR_5,PVR Cinemas,Indore 25,Indore,Madhya Pradesh
TH_8862,BR_1,Carnival Cinemas,Kota 363,Kota,Rajasthan
TH_8863,BR_2,Cinepolis,Howrah 350,Howrah,West Bengal
TH_8864,BR_1,Carnival Cinemas,Patna 456,Patna,Bihar
TH_8865,BR_1,Carnival Cinemas,Surat 55,Surat,Gujarat
TH_8866,BR_6,Wave Cinemas,Hubli 150,Hubli,Karnataka
TH_8867,BR_4,Miraj Cinemas,Patna 419,Patna,Bihar
TH_8868,BR_6,Wave Cinemas,Indore 83,Indore,Madhya Pradesh
TH_8869,BR_4,Miraj Cinemas,Ajmer 179,Ajmer,Rajasthan
TH_8870,BR_5,PVR Cinemas,Tiruchirappalli 53,Tiruchirappalli,Tamil Nadu
TH_8871,BR_2,Cinepolis,Bathinda 434,Bathinda,Punjab
TH_8872,BR_5,PVR Cinemas,Coimbatore 499,Coimbatore,Tamil Nadu
TH_8873,BR_2,Cinepolis,Jalandhar 330,Jalandhar,Punjab
TH_8874,BR_1,Carnival Cinemas,Jodhpur 128,Jodhpur,Rajasthan
TH_8875,BR_2,Cinepolis,Gwalior 406,Gwalior,Madhya Pradesh
TH_8876,BR_3,INOX,Agra 89,Agra,Uttar Pradesh
TH_8877,BR_4,Miraj Cinemas,Mangalore 132,Mangalore,Karnataka
TH_8878,BR_3,INOX,Nashik 197,Nashik,Maharashtra
TH_8879,BR_6,Wave Cinemas,Kota 175,Kota,Rajasthan
TH_8880,BR_2,Cinepolis,Jaipur 214,Jaipur,Rajasthan
TH_8881,BR_2,Cinepolis,Nagpur 203,Nagpur,Maharashtra
TH_8882,BR_4,Miraj Cinemas,Madurai 215,Madurai,Tamil Nadu
TH_8883,BR_1,Carnival Cinemas,Bathinda 146,Bathinda,Punjab
TH_8884,BR_2,Cinepolis,Belgaum 336,Belgaum,Karnataka
TH_8885,BR_5,PVR Cinemas,Bhavnagar 276,Bhavnagar,Gujarat
TH_8886,BR_4,Miraj Cinemas,Ujjain 63,Ujjain,Madhya Pradesh
TH_8887,BR_3,INOX,Jalandhar 319,Jalandhar,Punjab
TH_8888,BR_1,Carnival Cinemas,Nagpur 390,Nagpur,Maharashtra
TH_8889,BR_1,Carnival Cinemas,Coimbatore 311,Coimbatore,Tamil Nadu
TH_8890,BR_4,Miraj Cinemas,Purnia 168,Purnia,Bihar
TH_8891,BR_4,Miraj Cinemas,Howrah 302,Howrah,West Bengal
TH_8892,BR_4,Miraj Cinemas,Ahmedabad 140,Ahmedabad,Gujarat
TH_8893,BR_1,Carnival Cinemas,Durgapur 146,Durgapur,West Bengal
TH_8894,BR_2,Cinepolis,Indore 186,Indore,Madhya Pradesh
TH_8895,BR_1,Carnival Cinemas,Mysore 186,Mysore,Karnataka
TH_8896,BR_2,Cinepolis,Jodhpur 336,Jodhpur,Rajasthan
TH_8897,BR_3,INOX,Rajkot 326,Rajkot,Gujarat
TH_8898,BR_1,Carnival Cinemas,Jabalpur 54,Jabalpur,Madhya Pradesh
TH_8899,BR_1,Carnival Cinemas,Howrah 276,Howrah,West Bengal
TH_8900,BR_3,INOX,Kanpur 14,Kanpur,Uttar Pradesh
TH_8901,BR_6,Wave Cinemas,Purnia 230,Purnia,Bihar
TH_8902,BR_2,Cinepolis,Howrah 279,Howrah,West Bengal
TH_8903,BR_1,Carnival Cinemas,Ahmedabad 366,Ahmedabad,Gujarat
TH_8904,BR_6,Wave Cinemas,Indore 131,Indore,Madhya Pradesh
TH_8905,BR_6,Wave Cinemas,Kanpur 270,Kanpur,Uttar Pradesh
TH_8906,BR_6,Wave Cinemas,Mangalore 349,Mangalore,Karnataka
TH_8907,BR_1,Carnival Cinemas,Patiala 16,Patiala,Punjab
TH_8908,BR_1,Carnival Cinemas,Jodhpur 360,Jodhpur,Rajasthan
TH_8909,BR_2,Cinepolis,Udaipur 122,Udaipur,Rajasthan
TH_8910,BR_5,PVR Cinemas,Gaya 222,Gaya,Bihar
TH_8911,BR_1,Carnival Cinemas,Jabalpur 150,Jabalpur,Madhya Pradesh
TH_8912,BR_4,Miraj Cinemas,Nagpur 364,Nagpur,Maharashtra
TH_8913,BR_3,INOX,Pune 237,Pune,Maharashtra
TH_8914,BR_3,INOX,Bangalore 209,Bangalore,Karnataka
TH_8915,BR_3,INOX,Madurai 255,Madurai,Tamil Nadu
TH_8916,BR_4,Miraj Cinemas,Jaipur 480,Jaipur,Rajasthan
TH_8917,BR_4,Miraj Cinemas,Jalandhar 385,Jalandhar,Punjab
TH_8918,BR_6,Wave Cinemas,Bhavnagar 78,Bhavnagar,Gujarat
TH_8919,BR_3,INOX,Bangalore 417,Bangalore,Karnataka
TH_8920,BR_1,Carnival Cinemas,Patna 342,Patna,Bihar
TH_8921,BR_5,PVR Cinemas,Bhagalpur 79,Bhagalpur,Bihar
TH_8922,BR_2,Cinepolis,Thane 196,Thane,Maharashtra
TH_8923,BR_4,Miraj Cinemas,Nashik 230,Nashik,Maharashtra
TH_8924,BR_5,PVR Cinemas,Lucknow 110,Lucknow,Uttar Pradesh
TH_8925,BR_3,INOX,Kota 44,Kota,Rajasthan
TH_8926,BR_6,Wave Cinemas,Salem 137,Salem,Tamil Nadu
TH_8927,BR_6,Wave Cinemas,Gaya 442,Gaya,Bihar
TH_8928,BR_5,PVR Cinemas,Kota 200,Kota,Rajasthan
TH_8929,BR_2,Cinepolis,Indore 330,Indore,Madhya Pradesh
TH_8930,BR_4,Miraj Cinemas,Chennai 316,Chennai,Tamil Nadu
TH_8931,BR_3,INOX,Nashik 219,Nashik,Maharashtra
TH_8932,BR_5,PVR Cinemas,Nashik 492,Nashik,Maharashtra
TH_8933,BR_6,Wave Cinemas,Jabalpur 31,Jabalpur,Madhya Pradesh
TH_8934,BR_6,Wave Cinemas,Gaya 351,Gaya,Bihar
TH_8935,BR_3,INOX,Ajmer 300,Ajmer,Rajasthan
TH_8936,BR_4,Miraj Cinemas,Ludhiana 228,Ludhiana,Punjab
TH_8937,BR_3,INOX,Tiruchirappalli 199,Tiruchirappalli,Tamil Nadu
TH_8938,BR_4,Miraj Cinemas,Patna 463,Patna,Bihar
TH_8939,BR_1,Carnival Cinemas,Varanasi 265,Varanasi,Uttar Pradesh
TH_8940,BR_5,PVR Cinemas,Udaipur 407,Udaipur,Rajasthan
TH_8941,BR_3,INOX,Mangalore 143,Mangalore,Karnataka
TH_8942,BR_1,Carnival Cinemas,Belgaum 234,Belgaum,Karnataka
TH_8943,BR_5,PVR Cinemas,Pune 243,Pune,Maharashtra
TH_8944,BR_3,INOX,Nashik 245,Nashik,Maharashtra
TH_8945,BR_1,Carnival Cinemas,Surat 339,Surat,Gujarat
TH_8946,BR_4,Miraj Cinemas,Nashik 479,Nashik,Maharashtra
TH_8947,BR_5,PVR Cinemas,Chennai 44,Chennai,Tamil Nadu
TH_8948,BR_2,Cinepolis,Ajmer 120,Ajmer,Rajasthan
TH_8949,BR_6,Wave Cinemas,Bangalore 142,Bangalore,Karnataka
TH_8950,BR_5,PVR Cinemas,Meerut 8,Meerut,Uttar Pradesh
TH_8951,BR_2,Cinepolis,Mangalore 37,Mangalore,Karnataka
TH_8952,BR_2,Cinepolis,Nagpur 320,Nagpur,Maharashtra
TH_8953,BR_5,PVR Cinemas,Bhagalpur 227,Bhagalpur,Bihar
TH_8954,BR_1,Carnival Cinemas,Ludhiana 193,Ludhiana,Punjab
TH_8955,BR_5,PVR Cinemas,Indore 408,Indore,Madhya Pradesh
TH_8956,BR_1,Carnival Cinemas,Udaipur 241,Udaipur,Rajasthan
TH_8957,BR_3,INOX,Ajmer 382,Ajmer,Rajasthan
TH_8958,BR_1,Carnival Cinemas,Surat 97,Surat,Gujarat
TH_8959,BR_6,Wave Cinemas,Patna 86,Patna,Bihar
TH_8960,BR_6,Wave Cinemas,Jabalpur 101,Jabalpur,Madhya Pradesh
TH_8961,BR_4,Miraj Cinemas,Belgaum 172,Belgaum,Karnataka
TH_8962,BR_6,Wave Cinemas,Durgapur 271,Durgapur,West Bengal
TH_8963,BR_2,Cinepolis,Varanasi 431,Varanasi,Uttar Pradesh
TH_8964,BR_3,INOX,Jabalpur 268,Jabalpur,Madhya Pradesh
TH_8965,BR_5,PVR Cinemas,Kanpur 298,Kanpur,Uttar Pradesh
TH_8966,BR_2,Cinepolis,Ludhiana 255,Ludhiana,Punjab
TH_8967,BR_5,PVR Cinemas,Kolkata 242,Kolkata,West Bengal
TH_8968,BR_5,PVR Cinemas,Amritsar 125,Amritsar,Punjab
TH_8969,BR_4,Miraj Cinemas,Pune 274,Pune,Maharashtra
TH_8970,BR_2,Cinepolis,Kolkata 88,Kolkata,West Bengal
TH_8971,BR_4,Miraj Cinemas,Nagpur 4,Nagpur,Maharashtra
TH_8972,BR_5,PVR Cinemas,Patna 495,Patna,Bihar
TH_8973,BR_3,INOX,Jaipur 495,Jaipur,Rajasthan
TH_8974,BR_6,Wave Cinemas,Bangalore 391,Bangalore,Karnataka
TH_8975,BR_3,INOX,Salem 346,Salem,Tamil Nadu
TH_8976,BR_4,Miraj Cinemas,Surat 336,Surat,Gujarat
TH_8977,BR_4,Miraj Cinemas,Salem 101,Salem,Tamil Nadu
TH_8978,BR_5,PVR Cinemas,Ajmer 203,Ajmer,Rajasthan
TH_8979,BR_5,PVR Cinemas,Asansol 317,Asansol,West Bengal
TH_8980,BR_5,PVR Cinemas,Jaipur 90,Jaipur,Rajasthan
TH_8981,BR_5,PVR Cinemas,Patna 441,Patna,Bihar
TH_8982,BR_4,Miraj Cinemas,Hubli 181,Hubli,Karnataka
TH_8983,BR_6,Wave Cinemas,Bangalore 404,Bangalore,Karnataka
TH_8984,BR_3,INOX,Ahmedabad 90,Ahmedabad,Gujarat
TH_8985,BR_6,Wave Cinemas,Ludhiana 277,Ludhiana,Punjab
TH_8986,BR_2,Cinepolis,Ujjain 202,Ujjain,Madhya Pradesh
TH_8987,BR_4,Miraj Cinemas,Durgapur 335,Durgapur,West Bengal
TH_8988,BR_4,Miraj Cinemas,Patna 396,Patna,Bihar
TH_8989,BR_6,Wave Cinemas,Belgaum 62,Belgaum,Karnataka
TH_8990,BR_1,Carnival Cinemas,Jalandhar 1,Jalandhar,Punjab
TH_8991,BR_5,PVR Cinemas,Gwalior 79,Gwalior,Madhya Pradesh
TH_8992,BR_1,Carnival Cinemas,Bhopal 122,Bhopal,Madhya Pradesh
TH_8993,BR_6,Wave Cinemas,Ajmer 198,Ajmer,Rajasthan
TH_8994,BR_4,Miraj Cinemas,Kolkata 53,Kolkata,West Bengal
TH_8995,BR_3,INOX,Chennai 20,Chennai,Tamil Nadu
TH_8996,BR_2,Cinepolis,Madurai 137,Madurai,Tamil Nadu
TH_8997,BR_3,INOX,Bhopal 139,Bhopal,Madhya Pradesh
TH_8998,BR_1,Carnival Cinemas,Ujjain 215,Ujjain,Madhya Pradesh
TH_8999,BR_1,Carnival Cinemas,Kanpur 320,Kanpur,Uttar Pradesh
TH_9000,BR_4,Miraj Cinemas,Coimbatore 75,Coimbatore,Tamil Nadu
TH_9001,BR_5,PVR Cinemas,Amritsar 475,Amritsar,Punjab
TH_9002,BR_1,Carnival Cinemas,Bathinda 369,Bathinda,Punjab
TH_9003,BR_2,Cinepolis,Agra 177,Agra,Uttar Pradesh
TH_9004,BR_6,Wave Cinemas,Belgaum 174,Belgaum,Karnataka
TH_9005,BR_2,Cinepolis,Mangalore 226,Mangalore,Karnataka
TH_9006,BR_3,INOX,Chennai 276,Chennai,Tamil Nadu
TH_9007,BR_2,Cinepolis,Bhopal 354,Bhopal,Madhya Pradesh
TH_9008,BR_4,Miraj Cinemas,Udaipur 314,Udaipur,Rajasthan
TH_9009,BR_6,Wave Cinemas,Patna 233,Patna,Bihar
TH_9010,BR_1,Carnival Cinemas,Bhagalpur 265,Bhagalpur,Bihar
TH_9011,BR_2,Cinepolis,Vadodara 4,Vadodara,Gujarat
TH_9012,BR_4,Miraj Cinemas,Asansol 403,Asansol,West Bengal
TH_9013,BR_4,Miraj Cinemas,Asansol 354,Asansol,West Bengal
TH_9014,BR_6,Wave Cinemas,Mysore 234,Mysore,Karnataka
TH_9015,BR_5,PVR Cinemas,Meerut 432,Meerut,Uttar Pradesh
TH_9016,BR_5,PVR Cinemas,Siliguri 105,Siliguri,West Bengal
TH_9017,BR_5,PVR Cinemas,Madurai 414,Madurai,Tamil Nadu
TH_9018,BR_4,Miraj Cinemas,Amritsar 365,Amritsar,Punjab
TH_9019,BR_6,Wave Cinemas,Madurai 183,Madurai,Tamil Nadu
TH_9020,BR_4,Miraj Cinemas,Patna 326,Patna,Bihar
TH_9021,BR_4,Miraj Cinemas,Udaipur 200,Udaipur,Rajasthan
TH_9022,BR_2,Cinepolis,Purnia 88,Purnia,Bihar
TH_9023,BR_3,INOX,Vadodara 44,Vadodara,Gujarat
TH_9024,BR_1,Carnival Cinemas,Agra 151,Agra,Uttar Pradesh
TH_9025,BR_4,Miraj Cinemas,Agra 206,Agra,Uttar Pradesh
TH_9026,BR_6,Wave Cinemas,Jabalpur 22,Jabalpur,Madhya Pradesh
TH_9027,BR_3,INOX,Varanasi 323,Varanasi,Uttar Pradesh
TH_9028,BR_4,Miraj Cinemas,Lucknow 154,Lucknow,Uttar Pradesh
TH_9029,BR_5,PVR Cinemas,Nagpur 344,Nagpur,Maharashtra
TH_9030,BR_1,Carnival Cinemas,Bangalore 248,Bangalore,Karnataka
TH_9031,BR_1,Carnival Cinemas,Patna 48,Patna,Bihar
TH_9032,BR_5,PVR Cinemas,Bathinda 96,Bathinda,Punjab
TH_9033,BR_1,Carnival Cinemas,Mumbai 99,Mumbai,Maharashtra
TH_9034,BR_2,Cinepolis,Kanpur 88,Kanpur,Uttar Pradesh
TH_9035,BR_3,INOX,Jodhpur 127,Jodhpur,Rajasthan
TH_9036,BR_3,INOX,Asansol 65,Asansol,West Bengal
TH_9037,BR_6,Wave Cinemas,Gwalior 427,Gwalior,Madhya Pradesh
TH_9038,BR_2,Cinepolis,Udaipur 414,Udaipur,Rajasthan
TH_9039,BR_6,Wave Cinemas,Gwalior 59,Gwalior,Madhya Pradesh
TH_9040,BR_2,Cinepolis,Gaya 29,Gaya,Bihar
TH_9041,BR_3,INOX,Howrah 80,Howrah,West Bengal
TH_9042,BR_5,PVR Cinemas,Patiala 425,Patiala,Punjab
TH_9043,BR_1,Carnival Cinemas,Asansol 167,Asansol,West Bengal
TH_9044,BR_2,Cinepolis,Varanasi 248,Varanasi,Uttar Pradesh
TH_9045,BR_3,INOX,Ajmer 338,Ajmer,Rajasthan
TH_9046,BR_6,Wave Cinemas,Vadodara 159,Vadodara,Gujarat
TH_9047,BR_1,Carnival Cinemas,Kanpur 393,Kanpur,Uttar Pradesh
TH_9048,BR_6,Wave Cinemas,Jodhpur 267,Jodhpur,Rajasthan
TH_9049,BR_4,Miraj Cinemas,Agra 66,Agra,Uttar Pradesh
TH_9050,BR_2,Cinepolis,Meerut 322,Meerut,Uttar Pradesh
TH_9051,BR_3,INOX,Patiala 97,Patiala,Punjab
TH_9052,BR_3,INOX,Asansol 173,Asansol,West Bengal
TH_9053,BR_3,INOX,Mangalore 361,Mangalore,Karnataka
TH_9054,BR_2,Cinepolis,Mangalore 146,Mangalore,Karnataka
TH_9055,BR_5,PVR Cinemas,Pune 285,Pune,Maharashtra
TH_9056,BR_4,Miraj Cinemas,Patiala 333,Patiala,Punjab
TH_9057,BR_5,PVR Cinemas,Bhavnagar 112,Bhavnagar,Gujarat
TH_9058,BR_1,Carnival Cinemas,Patna 249,Patna,Bihar
TH_9059,BR_1,Carnival Cinemas,Vadodara 10,Vadodara,Gujarat
TH_9060,BR_3,INOX,Indore 236,Indore,Madhya Pradesh
TH_9061,BR_6,Wave Cinemas,Lucknow 461,Lucknow,Uttar Pradesh
TH_9062,BR_6,Wave Cinemas,Siliguri 218,Siliguri,West Bengal
TH_9063,BR_4,Miraj Cinemas,Mysore 354,Mysore,Karnataka
TH_9064,BR_4,Miraj Cinemas,Salem 219,Salem,Tamil Nadu
TH_9065,BR_1,Carnival Cinemas,Jaipur 157,Jaipur,Rajasthan
TH_9066,BR_1,Carnival Cinemas,Thane 297,Thane,Maharashtra
TH_9067,BR_4,Miraj Cinemas,Ajmer 1,Ajmer,Rajasthan
TH_9068,BR_3,INOX,Surat 205,Surat,Gujarat
TH_9069,BR_5,PVR Cinemas,Varanasi 18,Varanasi,Uttar Pradesh
TH_9070,BR_6,Wave Cinemas,Bangalore 58,Bangalore,Karnataka
TH_9071,BR_2,Cinepolis,Indore 339,Indore,Madhya Pradesh
TH_9072,BR_5,PVR Cinemas,Salem 98,Salem,Tamil Nadu
TH_9073,BR_1,Carnival Cinemas,Madurai 208,Madurai,Tamil Nadu
TH_9074,BR_4,Miraj Cinemas,Nagpur 229,Nagpur,Maharashtra
TH_9075,BR_2,Cinepolis,Agra 123,Agra,Uttar Pradesh
TH_9076,BR_6,Wave Cinemas,Nagpur 446,Nagpur,Maharashtra
TH_9077,BR_5,PVR Cinemas,Bangalore 245,Bangalore,Karnataka
TH_9078,BR_4,Miraj Cinemas,Jalandhar 374,Jalandhar,Punjab
TH_9079,BR_5,PVR Cinemas,Jabalpur 274,Jabalpur,Madhya Pradesh
TH_9080,BR_3,INOX,Thane 190,Thane,Maharashtra
TH_9081,BR_3,INOX,Salem 232,Salem,Tamil Nadu
TH_9082,BR_5,PVR Cinemas,Indore 53,Indore,Madhya Pradesh
TH_9083,BR_2,Cinepolis,Belgaum 52,Belgaum,Karnataka
TH_9084,BR_2,Cinepolis,Muzaffarpur 160,Muzaffarpur,Bihar
TH_9085,BR_3,INOX,Patna 476,Patna,Bihar
TH_9086,BR_2,Cinepolis,Siliguri 363,Siliguri,West Bengal
TH_9087,BR_6,Wave Cinemas,Madurai 274,Madurai,Tamil Nadu
TH_9088,BR_3,INOX,Mysore 151,Mysore,Karnataka
TH_9089,BR_4,Miraj Cinemas,Rajkot 32,Rajkot,Gujarat
TH_9090,BR_3,INOX,Howrah 78,Howrah,West Bengal
TH_9091,BR_4,Miraj Cinemas,Jalandhar 149,Jalandhar,Punjab
TH_9092,BR_2,Cinepolis,Patna 296,Patna,Bihar
TH_9093,BR_1,Carnival Cinemas,Jabalpur 411,Jabalpur,Madhya Pradesh
TH_9094,BR_5,PVR Cinemas,Ludhiana 260,Ludhiana,Punjab
TH_9095,BR_1,Carnival Cinemas,Jabalpur 107,Jabalpur,Madhya Pradesh
TH_9096,BR_1,Carnival Cinemas,Durgapur 307,Durgapur,West Bengal
TH_9097,BR_3,INOX,Surat 84,Surat,Gujarat
TH_9098,BR_6,Wave Cinemas,Gaya 312,Gaya,Bihar
TH_9099,BR_6,Wave Cinemas,Meerut 343,Meerut,Uttar Pradesh
TH_9100,BR_3,INOX,Gaya 321,Gaya,Bihar
TH_9101,BR_6,Wave Cinemas,Vadodara 442,Vadodara,Gujarat
TH_9102,BR_4,Miraj Cinemas,Agra 143,Agra,Uttar Pradesh
TH_9103,BR_3,INOX,Salem 208,Salem,Tamil Nadu
TH_9104,BR_1,Carnival Cinemas,Amritsar 204,Amritsar,Punjab
TH_9105,BR_4,Miraj Cinemas,Mysore 397,Mysore,Karnataka
TH_9106,BR_1,Carnival Cinemas,Bangalore 497,Bangalore,Karnataka
TH_9107,BR_6,Wave Cinemas,Belgaum 47,Belgaum,Karnataka
TH_9108,BR_6,Wave Cinemas,Bathinda 306,Bathinda,Punjab
TH_9109,BR_4,Miraj Cinemas,Belgaum 174,Belgaum,Karnataka
TH_9110,BR_5,PVR Cinemas,Hubli 248,Hubli,Karnataka
TH_9111,BR_3,INOX,Durgapur 249,Durgapur,West Bengal
TH_9112,BR_6,Wave Cinemas,Ujjain 25,Ujjain,Madhya Pradesh
TH_9113,BR_1,Carnival Cinemas,Gaya 21,Gaya,Bihar
TH_9114,BR_2,Cinepolis,Bhopal 97,Bhopal,Madhya Pradesh
TH_9115,BR_2,Cinepolis,Ujjain 308,Ujjain,Madhya Pradesh
TH_9116,BR_4,Miraj Cinemas,Kanpur 167,Kanpur,Uttar Pradesh
TH_9117,BR_4,Miraj Cinemas,Meerut 10,Meerut,Uttar Pradesh
TH_9118,BR_6,Wave Cinemas,Salem 207,Salem,Tamil Nadu
TH_9119,BR_4,Miraj Cinemas,Ujjain 492,Ujjain,Madhya Pradesh
TH_9120,BR_1,Carnival Cinemas,Jabalpur 28,Jabalpur,Madhya Pradesh
TH_9121,BR_4,Miraj Cinemas,Patna 190,Patna,Bihar
TH_9122,BR_4,Miraj Cinemas,Lucknow 495,Lucknow,Uttar Pradesh
TH_9123,BR_3,INOX,Amritsar 133,Amritsar,Punjab
