seat_id,booking_id,screen_id,seat_number,seat_type,charger,status,show_id
ST_8713,BK_118,SC_182,C1,Premium,True,Booked,
ST_8714,,SC_873,B20,Regular,True,Available,
ST_8715,BK_3494,SC_984,D9,Regular,True,Booked,
ST_8716,BK_2070,SC_903,E6,Regular,True,Booked,
ST_8717,,SC_88,C2,VIP,True,Booked,
ST_8718,BK_3505,SC_741,A9,Premium,True,Booked,
ST_8719,BK_272,SC_206,E11,Regular,True,Booked,
ST_8720,BK_641,SC_523,B10,VIP,True,Booked,
ST_8721,BK_9225,SC_379,A20,Regular,True,Booked,
ST_8723,BK_8891,SC_78,D9,Regular,True,Available,
ST_8725,BK_3504,SC_644,C6,VIP,True,Booked,
ST_8726,BK_399,SC_817,A13,Premium,True,Reserved,
ST_8727,BK_1907,SC_38,B10,Regular,True,Reserved,
ST_8728,BK_754,SC_62,D4,Regular,True,Booked,
ST_8729,BK_5655,SC_325,C2,Regular,True,Booked,
ST_8730,BK_2354,SC_36,B7,Premium,True,Booked,
ST_8732,BK_4096,SC_18,C19,Regular,True,Booked,
ST_8733,BK_3312,SC_111,A4,Regular,True,Booked,
ST_8734,BK_8900,SC_652,E15,Regular,True,Available,
ST_8735,BK_425,SC_206,B16,Regular,True,Booked,
ST_8736,BK_482,SC_428,B15,Regular,True,Booked,
ST_8737,BK_3961,SC_680,E19,Regular,True,Available,
ST_8738,BK_6621,SC_244,E3,Regular,True,Booked,
ST_8739,BK_6763,SC_136,C7,Regular,True,Booked,
ST_8740,BK_2196,SC_750,E4,VIP,True,Available,
ST_8741,BK_1307,SC_97,A13,Premium,True,Available,
ST_8742,BK_6465,SC_765,A16,Regular,True,Booked,
ST_8743,BK_3927,SC_596,B4,Premium,True,Booked,
ST_8745,BK_6300,SC_385,C15,Regular,True,Booked,
ST_8746,BK_4950,SC_963,C12,Regular,True,Reserved,
ST_8747,BK_4132,SC_517,A14,Premium,True,Available,
ST_8748,BK_3046,SC_904,C2,Regular,True,Booked,
ST_8749,BK_4569,SC_485,B12,Premium,True,Booked,
ST_8750,BK_7269,SC_650,A1,VIP,True,Available,
ST_8752,,SC_911,E20,VIP,True,Reserved,
ST_8753,,SC_409,C11,Regular,True,Booked,
ST_8754,BK_4902,SC_305,A3,Regular,True,Available,
ST_8755,,SC_312,C8,Regular,True,Booked,
ST_8756,BK_6973,SC_475,A8,Premium,True,Booked,
ST_8757,BK_6714,SC_454,C1,Regular,True,Booked,
ST_8759,BK_5589,SC_465,C11,Regular,True,Reserved,
ST_8760,BK_9150,SC_571,B6,Premium,True,Booked,
ST_8761,BK_1756,SC_951,C4,Regular,True,Booked,
ST_8762,BK_9324,SC_360,A6,Regular,True,Reserved,
ST_8763,BK_6562,SC_787,D11,VIP,True,Booked,
ST_8764,BK_2349,SC_9,B5,Regular,True,Available,
ST_8765,BK_2796,SC_249,E18,Premium,True,Booked,
ST_8767,BK_8559,SC_932,E4,Premium,True,Booked,
ST_8769,BK_7332,SC_191,C2,Regular,True,Booked,
ST_8771,BK_2665,SC_817,D10,VIP,True,Booked,
ST_8772,BK_3530,SC_123,C13,Regular,True,Available,
ST_8773,BK_7970,SC_805,B16,Regular,True,Booked,
ST_8774,BK_5327,SC_243,E14,Premium,True,Booked,
ST_8775,BK_1900,SC_673,C9,Regular,True,Booked,
ST_8777,BK_4050,SC_20,B7,Regular,True,Available,
ST_8778,BK_9649,SC_681,E1,Regular,True,Reserved,
ST_8779,BK_1047,SC_665,D5,VIP,True,Booked,
ST_8781,BK_9351,SC_226,C16,Premium,True,Booked,
ST_8782,,SC_287,C1,Regular,True,Booked,
ST_8783,BK_3149,SC_525,A18,Regular,True,Booked,
ST_8784,BK_5697,SC_722,E12,VIP,True,Booked,
ST_8785,BK_8277,SC_939,D14,Premium,True,Booked,
ST_8786,BK_8231,SC_926,D15,Regular,True,Booked,
ST_8787,BK_2620,SC_756,E19,Regular,True,Booked,
ST_8788,,SC_101,D2,Regular,True,Reserved,
ST_8789,BK_9133,SC_844,A12,Premium,True,Booked,
ST_8790,,SC_263,D7,Regular,True,Booked,
ST_8792,BK_9669,SC_364,A3,Regular,True,Booked,
ST_8795,BK_9342,SC_457,D9,Regular,True,Booked,
ST_8796,BK_1794,SC_430,C12,Regular,True,Booked,
ST_8797,BK_2051,SC_63,C19,Regular,True,Booked,
ST_8798,BK_9248,SC_882,D6,Premium,True,Reserved,
ST_8799,BK_1622,SC_745,A4,Regular,True,Booked,
ST_8800,BK_9410,SC_930,B15,Regular,True,Booked,
ST_8801,BK_9516,SC_152,A7,Premium,True,Booked,
ST_8803,,SC_454,D19,Premium,True,Booked,
ST_8804,BK_3562,SC_814,D1,Regular,True,Booked,
ST_8805,BK_265,SC_883,C8,Regular,True,Booked,
ST_8806,BK_7908,SC_519,D4,VIP,True,Booked,
ST_8809,BK_714,SC_978,B13,Regular,True,Booked,
ST_8810,BK_740,SC_409,E18,Regular,True,Reserved,
ST_8811,BK_7720,SC_366,D4,Regular,True,Available,
ST_8812,BK_2151,SC_963,D11,Regular,True,Booked,
ST_8814,BK_9069,SC_807,C13,Premium,True,Available,
ST_8817,BK_6426,SC_475,E17,Premium,True,Booked,
ST_8818,BK_9685,SC_304,E10,VIP,True,Booked,
ST_8821,BK_1419,SC_383,A2,Premium,True,Booked,
ST_8822,BK_773,SC_264,D7,VIP,True,Booked,
ST_8823,BK_3467,SC_365,A11,Regular,True,Booked,
ST_8824,BK_5386,SC_68,D12,Regular,True,Booked,
ST_8826,BK_4154,SC_162,C3,Regular,True,Available,
ST_8827,BK_9593,SC_333,C9,Regular,True,Booked,
ST_8828,BK_5588,SC_341,D10,Regular,True,Booked,
ST_8829,BK_3522,SC_964,D12,VIP,True,Booked,
ST_8831,BK_6749,SC_585,B20,Premium,True,Booked,
ST_8832,BK_3185,SC_610,B19,Regular,True,Booked,
ST_8833,BK_8875,SC_477,B7,VIP,True,Booked,
ST_8834,BK_1441,SC_427,C9,Regular,True,Booked,
ST_8835,,SC_749,D6,Regular,True,Booked,
ST_8836,BK_6258,SC_415,B9,Regular,True,Booked,
ST_8837,BK_350,SC_201,E17,Regular,True,Reserved,
ST_8838,BK_44,SC_848,D16,Premium,True,Booked,
ST_8839,BK_8219,SC_243,E2,Regular,True,Booked,
ST_8842,BK_7859,SC_882,C6,Regular,True,Booked,
ST_8844,BK_1159,SC_167,A14,Premium,True,Booked,
ST_8845,BK_6236,SC_401,B20,Regular,True,Booked,
ST_8847,BK_9521,SC_84,A11,Premium,True,Reserved,
ST_8848,,SC_536,C20,Regular,True,Booked,
ST_8849,,SC_543,E16,Regular,True,Booked,
ST_8850,BK_178,SC_487,E11,Regular,True,Booked,
ST_8851,BK_7883,SC_395,C9,Regular,True,Available,
ST_8852,,SC_366,E17,Regular,True,Booked,
ST_8853,BK_9350,SC_467,D12,Premium,True,Available,
ST_8854,BK_9548,SC_387,B9,Premium,True,Booked,
ST_8855,BK_5176,SC_773,B5,Premium,True,Booked,
ST_8856,BK_8734,SC_403,A5,Premium,True,Booked,
ST_8857,BK_8545,SC_520,E19,VIP,True,Booked,
ST_8858,BK_6240,SC_525,E12,Regular,True,Booked,
ST_8859,,SC_191,D4,Premium,True,Booked,
ST_8861,,SC_746,A20,Regular,True,Available,
ST_8862,BK_8034,SC_228,B7,Premium,True,Booked,
ST_8863,,SC_152,A12,Regular,True,Booked,
ST_8864,BK_1286,SC_316,E15,Premium,True,Available,
ST_8865,BK_4958,SC_619,A4,Premium,True,Available,
ST_8866,BK_6124,SC_985,A18,Regular,True,Reserved,
ST_8867,BK_5957,SC_603,C16,Regular,True,Booked,
ST_8868,BK_1012,SC_597,D4,Premium,True,Booked,
ST_8869,BK_7589,SC_43,C6,Regular,True,Booked,
ST_8870,BK_8014,SC_256,E4,Regular,True,Booked,
ST_8871,,SC_211,B1,Regular,True,Booked,
ST_8873,BK_8593,SC_720,C16,VIP,True,Booked,
ST_8875,,SC_135,E9,Regular,True,Available,
ST_8876,,SC_548,A5,Regular,True,Booked,
ST_8878,BK_1728,SC_441,B19,VIP,True,Reserved,
ST_8879,BK_5221,SC_914,C6,Regular,True,Booked,
ST_8880,BK_500,SC_683,E2,VIP,True,Available,
ST_8881,BK_1309,SC_585,C17,Regular,True,Booked,
ST_8882,BK_8474,SC_575,C3,Regular,True,Available,
ST_8883,BK_3025,SC_695,B1,Regular,True,Booked,
ST_8884,BK_1664,SC_853,C1,Regular,True,Booked,
ST_8885,,SC_223,B7,Premium,True,Booked,
ST_8886,BK_4117,SC_855,C19,Premium,True,Booked,
ST_8887,BK_6899,SC_985,D16,Regular,True,Booked,
ST_8888,BK_8933,SC_849,D18,VIP,True,Reserved,
ST_8889,BK_7915,SC_766,B1,Regular,True,Booked,
ST_8890,BK_960,SC_322,D10,Regular,True,Booked,
ST_8891,BK_7131,SC_697,B15,Premium,True,Booked,
ST_8892,BK_2044,SC_302,D10,Premium,True,Booked,
ST_8893,BK_6163,SC_619,A19,Premium,True,Booked,
ST_8894,,SC_557,B8,Premium,True,Available,
ST_8895,BK_8991,SC_299,E17,Premium,True,Booked,
ST_8896,BK_5069,SC_213,B13,Premium,True,Booked,
ST_8897,BK_8827,SC_608,D6,Premium,True,Booked,
ST_8898,BK_9319,SC_845,D8,Regular,True,Booked,
ST_8899,BK_4861,SC_299,A3,Regular,True,Available,
ST_8900,BK_3746,SC_656,A10,Premium,True,Booked,
ST_8901,,SC_493,A5,Premium,True,Booked,
ST_8902,,SC_952,B13,Premium,True,Booked,
ST_8903,BK_8347,SC_867,E3,VIP,True,Reserved,
ST_8904,,SC_170,E7,VIP,True,Booked,
ST_8906,BK_7335,SC_385,B7,Regular,True,Booked,
ST_8908,,SC_763,E6,Regular,True,Booked,
ST_8909,BK_7576,SC_413,C12,Premium,True,Booked,
ST_8910,BK_3708,SC_56,A3,Premium,True,Reserved,
ST_8911,BK_7731,SC_525,E4,Premium,True,Booked,
ST_8912,,SC_154,B7,Regular,True,Booked,
ST_8913,,SC_413,B12,Premium,True,Booked,
ST_8915,BK_7530,SC_393,D12,Regular,True,Booked,
ST_8916,BK_1583,SC_685,A17,Premium,True,Booked,
ST_8917,BK_1386,SC_375,E2,Regular,True,Available,
ST_8918,BK_8050,SC_876,A11,Premium,True,Reserved,
ST_8919,BK_875,SC_54,D20,Premium,True,Booked,
ST_8920,,SC_781,C20,Regular,True,Booked,
ST_8921,BK_1398,SC_356,E14,Regular,True,Reserved,
ST_8922,,SC_517,B7,VIP,True,Booked,
ST_8923,BK_7415,SC_744,C6,Regular,True,Booked,
ST_8924,,SC_400,C7,VIP,True,Reserved,
ST_8925,BK_2167,SC_645,B18,Premium,True,Booked,
ST_8927,BK_3935,SC_557,C3,Premium,True,Booked,
ST_8928,BK_5997,SC_267,C12,VIP,True,Booked,
ST_8930,BK_814,SC_205,A4,Regular,True,Booked,
ST_8931,BK_9462,SC_360,B12,Regular,True,Available,
ST_8933,BK_5153,SC_762,D18,Regular,True,Booked,
ST_8935,BK_1063,SC_305,E9,Premium,True,Booked,
ST_8936,BK_2171,SC_558,E10,Premium,True,Booked,
ST_8937,BK_5313,SC_949,E7,Regular,True,Booked,
ST_8938,BK_7435,SC_719,D15,Premium,True,Booked,
ST_8939,BK_1477,SC_7,D6,Regular,True,Booked,
ST_8940,BK_1419,SC_708,B16,Regular,True,Booked,
ST_8941,,SC_738,C16,Premium,True,Booked,
ST_8942,,SC_232,C11,Regular,True,Booked,
ST_8943,BK_5149,SC_335,B4,Premium,True,Booked,
ST_8944,,SC_688,E18,Regular,True,Booked,
ST_8945,BK_660,SC_243,C7,Premium,True,Booked,
ST_8946,BK_4636,SC_125,E4,Regular,True,Booked,
ST_8947,BK_9860,SC_305,A4,Premium,True,Available,
ST_8948,BK_8722,SC_655,A6,VIP,True,Booked,
ST_8949,BK_9229,SC_723,B3,Regular,True,Booked,
ST_8953,BK_5163,SC_532,D16,Premium,True,Booked,
ST_8954,BK_5167,SC_393,A3,VIP,True,Available,
ST_8955,BK_6012,SC_793,E7,VIP,True,Booked,
ST_8956,BK_2332,SC_229,E18,VIP,True,Reserved,
ST_8958,BK_6948,SC_697,B2,Regular,True,Available,
ST_8959,BK_6329,SC_533,A14,Premium,True,Available,
ST_8961,BK_2843,SC_820,D4,Premium,True,Booked,
ST_8962,BK_9522,SC_39,D19,Regular,True,Booked,
ST_8964,,SC_263,B4,Premium,True,Booked,
ST_8966,BK_7861,SC_659,B8,Premium,True,Reserved,
ST_8967,BK_1391,SC_908,A7,Regular,True,Booked,
ST_8968,BK_9108,SC_800,E4,Regular,True,Booked,
ST_8970,BK_8210,SC_344,B9,VIP,True,Available,
ST_8971,BK_332,SC_525,A12,Premium,True,Available,
ST_8972,BK_8366,SC_332,E2,Premium,True,Booked,
ST_8973,BK_7374,SC_435,A19,Premium,True,Booked,
ST_8974,BK_824,SC_26,E1,Premium,True,Booked,
ST_8975,BK_9926,SC_259,C6,Premium,True,Reserved,
ST_8976,,SC_824,D1,Premium,True,Booked,
ST_8977,BK_462,SC_424,A11,VIP,True,Booked,
ST_8978,BK_5796,SC_824,B15,Premium,True,Booked,
ST_8979,BK_5799,SC_274,A14,Regular,True,Booked,
ST_8980,BK_4954,SC_479,D12,Regular,True,Reserved,
ST_8981,BK_6153,SC_307,E20,Regular,True,Reserved,
ST_8982,BK_9065,SC_227,D11,VIP,True,Reserved,
ST_8983,BK_8337,SC_772,E3,Regular,True,Available,
ST_8984,BK_4308,SC_327,E5,Regular,True,Available,
ST_8985,,SC_68,A4,Regular,True,Booked,
ST_8987,BK_7006,SC_823,B19,Regular,True,Available,
ST_8988,,SC_150,A7,Regular,True,Available,
ST_8989,,SC_219,D11,Premium,True,Booked,
ST_8990,BK_8439,SC_619,B17,Regular,True,Booked,
ST_8991,BK_2842,SC_203,E1,Regular,True,Booked,
ST_8992,BK_8933,SC_576,E14,Premium,True,Available,
ST_8993,BK_7092,SC_376,B11,Regular,True,Reserved,
ST_8994,BK_762,SC_89,A17,Regular,True,Booked,
ST_8995,BK_7112,SC_271,B16,Regular,True,Booked,
ST_8996,BK_8251,SC_899,D1,Regular,True,Booked,
ST_8997,BK_7276,SC_956,D7,Regular,True,Available,
ST_8998,BK_2379,SC_291,B17,Regular,True,Booked,
ST_9001,BK_8988,SC_441,A10,Premium,True,Booked,
ST_9002,BK_3699,SC_629,D8,Premium,True,Booked,
ST_9003,BK_4833,SC_755,A7,Regular,True,Booked,
ST_9004,BK_9973,SC_450,D15,Regular,True,Booked,
ST_9006,BK_646,SC_711,C7,Premium,True,Available,
ST_9007,BK_5865,SC_721,A1,Regular,True,Available,
ST_9009,BK_4801,SC_656,A4,Regular,True,Booked,
ST_9010,BK_9959,SC_697,A3,Regular,True,Booked,
ST_9011,BK_9483,SC_140,C11,Regular,True,Available,
ST_9012,BK_8709,SC_927,A3,Premium,True,Booked,
ST_9014,BK_9266,SC_239,C5,Premium,True,Booked,
ST_9015,BK_952,SC_728,C1,VIP,True,Booked,
ST_9017,BK_8227,SC_454,A17,VIP,True,Booked,
ST_9018,BK_4412,SC_352,B2,Regular,True,Booked,
ST_9019,,SC_72,A8,Regular,True,Booked,
ST_9020,BK_6751,SC_320,D14,Regular,True,Booked,
ST_9023,BK_8471,SC_13,D11,Regular,True,Booked,
ST_9024,,SC_103,C11,Premium,True,Booked,
ST_9025,BK_600,SC_805,C9,Premium,True,Reserved,
ST_9026,BK_7976,SC_235,C18,Regular,True,Booked,
ST_9027,,SC_19,A8,Regular,True,Booked,
ST_9028,BK_6599,SC_505,A12,Regular,True,Booked,
ST_9029,BK_9716,SC_589,C18,Premium,True,Reserved,
ST_9030,,SC_127,A10,Regular,True,Available,
ST_9032,BK_3146,SC_198,B14,Regular,True,Booked,
ST_9033,,SC_236,D9,VIP,True,Booked,
ST_9034,BK_8443,SC_940,A11,Regular,True,Booked,
ST_9035,,SC_9,A9,Premium,True,Booked,
ST_9036,BK_3861,SC_985,A19,Premium,True,Available,
ST_9037,BK_8696,SC_210,B11,Regular,True,Booked,
ST_9038,BK_1668,SC_842,E17,Regular,True,Booked,
ST_9039,BK_7305,SC_627,B19,Regular,True,Booked,
ST_9040,BK_264,SC_343,D5,VIP,True,Available,
ST_9041,BK_3237,SC_11,D4,Regular,True,Reserved,
ST_9042,BK_7413,SC_330,C9,Premium,True,Booked,
ST_9043,BK_6501,SC_915,C4,Premium,True,Booked,
ST_9044,BK_5553,SC_586,D9,Premium,True,Booked,
ST_9045,BK_6276,SC_422,C10,Premium,True,Booked,
ST_9046,,SC_765,C5,Regular,True,Reserved,
ST_9048,BK_8381,SC_888,E2,VIP,True,Available,
ST_9049,BK_9120,SC_868,D6,Regular,True,Booked,
ST_9050,BK_9156,SC_175,E14,Regular,True,Booked,
ST_9051,BK_6813,SC_48,C8,Regular,True,Reserved,
ST_9052,BK_877,SC_806,D16,Premium,True,Booked,
ST_9053,,SC_939,B4,Premium,True,Booked,
ST_9056,BK_9260,SC_362,A12,Regular,True,Available,
ST_9057,BK_1516,SC_509,C17,Regular,True,Booked,
ST_9058,BK_5491,SC_132,B3,Regular,True,Available,
ST_9059,BK_1565,SC_64,C20,VIP,True,Booked,
ST_9060,BK_1907,SC_614,A13,Premium,True,Booked,
ST_9061,BK_5852,SC_4,C1,VIP,True,Available,
ST_9063,,SC_493,A10,Premium,True,Available,
ST_9065,BK_3004,SC_931,E16,Regular,True,Available,
ST_9066,BK_1779,SC_607,A6,Regular,True,Booked,
ST_9068,BK_793,SC_910,A7,Premium,True,Booked,
ST_9070,BK_1869,SC_528,C20,Premium,True,Available,
ST_9071,BK_9773,SC_596,C18,Regular,True,Booked,
ST_9075,BK_7263,SC_589,A17,Premium,True,Booked,
ST_9076,BK_7366,SC_518,C4,Regular,True,Booked,
ST_9077,BK_1953,SC_991,C18,Premium,True,Booked,
ST_9080,BK_1039,SC_898,D6,Regular,True,Booked,
ST_9081,BK_5894,SC_802,C10,Regular,True,Booked,
ST_9082,BK_9367,SC_806,D19,Regular,True,Available,
ST_9083,,SC_169,A13,Regular,True,Available,
ST_9084,BK_8049,SC_506,C13,Regular,True,Booked,
ST_9085,BK_21,SC_59,D15,Regular,True,Booked,
ST_9087,BK_7436,SC_70,B17,Premium,True,Booked,
ST_9088,BK_1905,SC_469,D15,Regular,True,Booked,
ST_9090,BK_4154,SC_932,C7,Regular,True,Available,
ST_9091,BK_1942,SC_700,D15,Premium,True,Booked,
ST_9092,BK_5108,SC_236,B19,VIP,True,Booked,
ST_9093,BK_5653,SC_64,C8,Regular,True,Booked,
ST_9094,,SC_652,D17,Regular,True,Booked,
ST_9096,BK_7728,SC_807,E14,VIP,True,Reserved,
ST_9097,BK_5794,SC_854,E6,Regular,True,Booked,
ST_9098,BK_1113,SC_777,A18,Regular,True,Booked,
ST_9099,BK_9387,SC_325,D9,Regular,True,Available,
ST_9100,BK_3048,SC_108,A3,Regular,True,Booked,
ST_9101,BK_6599,SC_245,A18,Premium,True,Reserved,
ST_9102,BK_4326,SC_785,D19,Premium,True,Booked,
ST_9103,BK_9664,SC_850,D2,Premium,True,Available,
ST_9104,,SC_300,D2,Premium,True,Available,
ST_9106,BK_319,SC_241,E17,Regular,True,Booked,
ST_9107,BK_5959,SC_651,D16,Premium,True,Reserved,
ST_9109,BK_6603,SC_297,A12,Regular,True,Booked,
ST_9111,,SC_964,E1,Regular,True,Booked,
ST_9112,BK_2148,SC_61,A1,Regular,True,Booked,
ST_9113,BK_1311,SC_807,C3,Regular,True,Booked,
ST_9114,,SC_574,B20,Premium,True,Booked,
ST_9115,,SC_460,D11,Regular,True,Available,
ST_9117,BK_8455,SC_659,B13,Regular,True,Booked,
ST_9118,BK_7122,SC_175,A8,Premium,True,Booked,
ST_9120,,SC_599,C18,Premium,True,Available,
ST_9121,BK_4271,SC_335,B17,Regular,True,Booked,
ST_9122,BK_9348,SC_23,A7,VIP,True,Booked,
ST_9123,,SC_969,E12,Regular,True,Booked,
ST_9124,BK_2547,SC_181,B17,Premium,True,Booked,
ST_9126,BK_9548,SC_147,A10,Regular,True,Available,
ST_9127,BK_3646,SC_742,C15,Regular,True,Booked,
ST_9129,BK_1795,SC_10,E7,VIP,True,Booked,
ST_9131,BK_7320,SC_927,C13,Regular,True,Booked,
ST_9132,BK_9507,SC_560,A12,Regular,True,Booked,
ST_9133,BK_3592,SC_117,D4,Premium,True,Booked,
ST_9134,BK_4167,SC_523,C11,Regular,True,Available,
ST_9135,BK_2253,SC_408,A10,Regular,True,Booked,
ST_9136,BK_1375,SC_930,C7,Regular,True,Booked,
ST_9137,BK_6930,SC_101,C5,Regular,True,Booked,
ST_9138,BK_4125,SC_384,E19,Premium,True,Booked,
ST_9139,BK_7205,SC_115,D1,Premium,True,Available,
ST_9141,,SC_768,D16,Premium,True,Booked,
ST_9142,,SC_997,E12,Premium,True,Available,
ST_9144,BK_1759,SC_747,B5,Regular,True,Booked,
ST_9145,BK_6401,SC_594,B10,Premium,True,Booked,
ST_9146,BK_332,SC_672,A18,Regular,True,Booked,
ST_9148,BK_9692,SC_700,B4,Regular,True,Booked,
ST_9149,,SC_464,B12,Regular,True,Booked,
ST_9151,BK_6096,SC_336,D12,Premium,True,Booked,
ST_9152,BK_1625,SC_316,B3,VIP,True,Booked,
ST_9153,BK_369,SC_515,C10,Premium,True,Booked,
ST_9154,BK_920,SC_292,D14,Regular,True,Available,
ST_9155,BK_8516,SC_853,C3,Regular,True,Reserved,
ST_9156,BK_3566,SC_816,C18,Premium,True,Booked,
ST_9157,BK_9748,SC_399,B16,Regular,True,Booked,
ST_9158,BK_4053,SC_429,C8,Regular,True,Available,
ST_9159,BK_9813,SC_50,A3,Regular,True,Booked,
ST_9161,BK_3956,SC_578,D17,Regular,True,Booked,
ST_9162,,SC_42,A2,Regular,True,Booked,
ST_9164,BK_9809,SC_727,D2,Premium,True,Available,
ST_9165,BK_1739,SC_538,C20,Premium,True,Booked,
ST_9167,BK_8875,SC_397,C1,Regular,True,Booked,
ST_9169,BK_6836,SC_794,A9,Premium,True,Available,
ST_9170,BK_6531,SC_782,B3,Regular,True,Booked,
ST_9171,BK_87,SC_574,B13,Regular,True,Booked,
ST_9172,BK_1718,SC_323,D20,Regular,True,Booked,
ST_9173,BK_4219,SC_407,D13,VIP,True,Reserved,
ST_9174,BK_6726,SC_829,C4,Regular,True,Available,
ST_9175,,SC_32,B19,Regular,True,Booked,
ST_9176,BK_9670,SC_41,E20,Premium,True,Booked,
ST_9177,,SC_708,B13,VIP,True,Booked,
ST_9178,BK_3876,SC_729,A14,Premium,True,Booked,
ST_9179,,SC_494,D3,Regular,True,Booked,
ST_9180,BK_6174,SC_100,A9,Premium,True,Booked,
ST_9181,BK_498,SC_177,E18,Regular,True,Available,
ST_9182,BK_1903,SC_958,A12,Premium,True,Booked,
ST_9183,BK_1890,SC_419,D10,Regular,True,Booked,
ST_9184,BK_2922,SC_220,A4,Regular,True,Available,
ST_9185,BK_7356,SC_985,B14,VIP,True,Available,
ST_9186,BK_8121,SC_16,B12,Regular,True,Booked,
ST_9187,BK_333,SC_668,D9,Regular,True,Available,
ST_9188,,SC_968,C7,Premium,True,Booked,
ST_9189,BK_3281,SC_28,A10,Premium,True,Booked,
ST_9190,BK_8256,SC_557,D15,Regular,True,Reserved,
ST_9192,BK_1713,SC_330,A15,Regular,True,Booked,
ST_9193,BK_1002,SC_920,D3,Regular,True,Available,
ST_9194,BK_6687,SC_115,C13,Regular,True,Booked,
ST_9195,BK_3200,SC_541,A8,Premium,True,Booked,
ST_9196,BK_6440,SC_937,A15,Premium,True,Booked,
ST_9197,BK_2350,SC_377,D11,Regular,True,Booked,
ST_9198,BK_3343,SC_845,B17,Regular,True,Booked,
ST_9199,BK_2871,SC_670,D12,Premium,True,Booked,
ST_9200,BK_768,SC_423,E17,Premium,True,Booked,
ST_9201,BK_8690,SC_799,C15,Regular,True,Booked,
ST_9204,BK_3096,SC_403,D18,Regular,True,Booked,
ST_9205,BK_8799,SC_416,B16,Regular,True,Booked,
ST_9206,BK_6542,SC_86,A12,Premium,True,Reserved,
ST_9209,BK_5167,SC_916,E6,Regular,True,Booked,
ST_9210,BK_2539,SC_850,C11,Premium,True,Booked,
ST_9211,BK_6959,SC_635,C17,Regular,True,Booked,
ST_9212,,SC_346,B16,VIP,True,Reserved,
ST_9214,BK_5504,SC_799,A2,Regular,True,Available,
ST_9215,,SC_918,B10,Regular,True,Booked,
ST_9216,BK_2837,SC_779,C7,Premium,True,Booked,
ST_9217,BK_994,SC_297,C19,Regular,True,Available,
ST_9218,BK_6268,SC_469,A17,Premium,True,Booked,
ST_9219,BK_1878,SC_351,D13,Regular,True,Available,
ST_9220,BK_2071,SC_120,E18,Regular,True,Booked,
ST_9222,BK_5502,SC_163,A19,VIP,True,Booked,
ST_9223,BK_9474,SC_198,A13,Premium,True,Booked,
ST_9224,,SC_51,A13,Regular,True,Booked,
ST_9225,BK_6637,SC_351,E5,Regular,True,Booked,
ST_9226,BK_5717,SC_87,E19,Regular,True,Booked,
ST_9227,BK_3196,SC_9,A6,Regular,True,Booked,
ST_9228,BK_9857,SC_888,E10,Regular,True,Booked,
ST_9229,BK_15,SC_499,E9,Premium,True,Available,
ST_9230,BK_6799,SC_400,A1,Regular,True,Booked,
ST_9231,BK_1418,SC_272,E15,Regular,True,Reserved,
ST_9232,BK_5001,SC_275,C17,Premium,True,Booked,
ST_9233,BK_4898,SC_894,C5,Regular,True,Booked,
ST_9234,BK_594,SC_345,E10,Premium,True,Available,
ST_9235,BK_9168,SC_673,B13,Premium,True,Booked,
ST_9236,BK_8250,SC_319,B9,Premium,True,Reserved,
ST_9237,BK_5210,SC_800,B19,Regular,True,Available,
ST_9238,BK_6783,SC_78,C8,Regular,True,Booked,
ST_9239,BK_8121,SC_569,D2,Regular,True,Booked,
ST_9240,BK_7346,SC_278,D13,Regular,True,Booked,
ST_9241,BK_4254,SC_373,B13,Regular,True,Booked,
ST_9242,BK_8020,SC_246,A14,Premium,True,Booked,
ST_9243,BK_7473,SC_377,B1,VIP,True,Available,
ST_9245,BK_980,SC_506,A13,Regular,True,Booked,
ST_9246,,SC_341,B13,Regular,True,Booked,
ST_9247,BK_2884,SC_585,E19,Regular,True,Booked,
ST_9248,BK_3797,SC_887,A19,Premium,True,Reserved,
ST_9250,BK_8654,SC_369,A3,Premium,True,Available,
ST_9251,BK_5420,SC_319,B10,Regular,True,Available,
ST_9252,BK_4032,SC_282,E18,Regular,True,Available,
ST_9253,BK_9876,SC_181,C2,Regular,True,Available,
ST_9254,BK_5725,SC_823,C5,Regular,True,Booked,
ST_9255,BK_3234,SC_958,A17,Regular,True,Booked,
ST_9256,,SC_951,E4,Regular,True,Booked,
ST_9257,BK_9847,SC_451,D6,VIP,True,Booked,
ST_9258,,SC_697,C13,Premium,True,Booked,
ST_9260,BK_8090,SC_951,C14,Regular,True,Booked,
ST_9262,BK_6010,SC_888,E17,Regular,True,Booked,
ST_9263,BK_1197,SC_51,B1,Premium,True,Booked,
ST_9264,BK_7399,SC_967,B19,Regular,True,Booked,
ST_9265,BK_7308,SC_674,A15,Regular,True,Available,
ST_9266,BK_7139,SC_263,C18,Premium,True,Booked,
ST_9267,,SC_359,E13,Regular,True,Available,
ST_9269,BK_2919,SC_723,D16,Regular,True,Booked,
ST_9270,BK_5627,SC_517,A5,VIP,True,Booked,
ST_9272,BK_8598,SC_406,A12,Premium,True,Booked,
ST_9273,BK_7818,SC_239,C4,Premium,True,Booked,
ST_9274,BK_587,SC_510,D17,Regular,True,Booked,
ST_9278,BK_8498,SC_373,D15,Premium,True,Booked,
ST_9280,BK_9178,SC_714,E8,Premium,True,Available,
ST_9281,BK_9579,SC_625,B1,VIP,True,Available,
